,id,first_name,last_name,gender,City,Job Title,Salary,Latitude,Longitude,clean_salary,female_average_salary,male_average_salary
28,29,Prudence,Honacker,Female,Suphan Buri,VP Accounting,$64920.07,14.546672099999999,100.07957409999999,64920.07,64920.07,64920.07
29,30,Cherey,Liger,Female,Itami,Design Engineer,$94566.69,34.7791206,135.4203895,94566.69,94566.69,94566.69
30,31,Neda,Krop,Female,Ubon Ratchathani,Software Consultant,$48945.40,15.247887599999999,104.87645049999999,48945.4,48945.4,48945.4
31,32,Westleigh,Belderfield,Male,Xiang Ngeun,Accountant III,$78336.59,19.7600399,102.1832854,78336.59,,
32,33,Odell,Morritt,Male,Chalan Pago-Ordot Village,Design Engineer,$72777.48,13.4441374,144.7820914,72777.48,,
33,34,Barbi,Fattorini,Female,Wojcieszków,Desktop Support Technician,$18163.55,51.7840088,22.3268117,18163.55,18163.55,18163.55
34,35,Base,Summerlad,Male,Changuinola,Business Systems Development Analyst,$53137.80,9.4488704,-82.485187,53137.8,,
35,36,Paddy,Ashness,Male,Ddmashen,Engineer III,$34851.65,40.5684068,44.8157566,34851.65,,
36,37,Nicko,Frays,Male,Caxias,Health Coach I,$99786.40,-4.8654138,-43.361998299999996,99786.4,,
37,38,Lonnie,Townshend,Female,As Sulayyil,Desktop Support Technician,$44520.89,20.466867899999997,45.5629394,44520.89,44520.89,44520.89
38,39,Valida,Salzberg,Female,Pangnirtung,Assistant Professor,$94224.48,66.14511,-65.71252,94224.48,94224.48,94224.48
39,40,Pierrette,Calow,Female,Kaustinen,Legal Assistant,$85120.77,63.537266,23.6993197,85120.77,85120.77,85120.77
40,41,Deirdre,Codrington,Female,Buena Vista,Software Engineer I,$85861.33,-17.4586651,-63.6691522,85861.33,85861.33,85861.33
41,42,Chelsie,Yewdell,Female,Klippan,Engineer IV,$77039.47,56.135741700000004,13.1119454,77039.47,77039.47,77039.47
42,43,Hadrian,Crumpe,Male,Rosso,Physical Therapy Assistant,$36879.44,16.5163413,-15.802612,36879.44,,
43,44,Orville,Rigardeau,Male,Kokotów,Data Coordiator,$20350.35,50.0142619,20.096687,20350.35,,
44,45,Gabrielle,Tippings,Female,Huangshi,Editor,$98690.34,30.200029999999998,115.038835,98690.34,98690.34,98690.34
45,46,Sollie,D'Acth,Male,Mozdok,Design Engineer,$31385.87,43.745419899999995,44.68306679999999,31385.87,,
46,47,Karissa,Steinham,Female,Qiligang,Human Resources Assistant III,$56333.77,30.916426,118.734651,56333.77,56333.77,56333.77
47,48,Farlee,Callen,Male,Tanjungluar,Structural Analysis Engineer,$16866.41,-8.776543199999999,116.5093719,16866.41,,
48,49,Franklyn,Campo,Male,Rzhavki,Statistician I,$62765.00,56.012774300000004,37.22298060000001,62765.0,,
49,50,Joleen,Kermeen,Female,Pointe-Noire,Statistician II,$31536.09,-4.7691623,11.866361999999999,31536.09,31536.09,31536.09
50,51,Devi,Brownsmith,Female,Mariano Moreno,Structural Analysis Engineer,$11376.58,-34.70618029999999,-58.312476600000004,11376.58,11376.58,11376.58
51,52,Seth,Gosnell,Male,Ovruch,Nurse Practicioner,$40880.00,51.3268314,28.8028968,40880.0,,
52,53,Leonard,Maskell,Male,Pavlovsk,Associate Professor,$70536.96,50.541669899999995,40.049804200000004,70536.96,,
53,54,Bartolomeo,Draycott,Male,Zongzhai,VP Product Management,$20313.87,34.746611,113.625328,20313.87,,
54,55,Addison,Goudard,Male,"Palmas De Gran Canaria, Las",Safety Technician IV,$91642.24,28.099017800000002,-15.420325699999998,91642.24,,
55,56,Goldina,MacFarlane,Female,Gaohe,Research Nurse,$25341.68,36.145932,113.01868999999999,25341.68,25341.68,25341.68
56,57,Sigrid,Iglesias,Female,Zhenyuan,Human Resources Manager,$24102.95,27.049109,108.42969,24102.95,24102.95,24102.95
57,58,Valentine,Farnsworth,Male,Marjayoûn,Software Test Engineer IV,$21209.67,33.3594755,35.5889282,21209.67,,
58,59,Lusa,Kowal,Female,Registro,Financial Advisor,$43176.23,-24.5002295,-47.84481160000001,43176.23,43176.23,43176.23
59,60,Rex,Sapsforde,Male,Tartagal,Budget/Accounting Analyst I,$42001.91,-31.4534131,-64.2089174,42001.91,,
60,61,Adam,Seagood,Male,Krajan Siki,Research Associate,$28660.11,-8.1831,111.5359,28660.11,,
61,62,Pierette,Zanelli,Female,Chōfugaoka,Senior Quality Engineer,$72918.12,35.6553472,139.5476397,72918.12,72918.12,72918.12
62,63,Antone,Erie,Male,Bilohirs’k,Help Desk Operator,$51271.99,45.057795399999996,34.605095,51271.99,,
63,64,Dougy,Browse,Male,Neftegorsk,Engineer III,$97531.47,44.3665543,39.7099065,97531.47,,
64,65,Faydra,Ashpital,Female,Kakamas,Budget/Accounting Analyst I,$44648.27,-28.672732,20.428443100000003,44648.27,44648.27,44648.27
65,66,Trish,Yankeev,Female,Monkayo,Assistant Media Planner,$93014.49,7.839483500000001,126.0502748,93014.49,93014.49,93014.49
66,67,Zorine,Dradey,Female,Kembang,Marketing Assistant,$88665.42,-6.4712737,110.81710819999999,88665.42,88665.42,88665.42
67,68,Odell,Hanselman,Male,Mosteiros,Senior Editor,$62508.87,39.1935336,-7.2866952000000005,62508.87,,
68,69,Elsey,Leathes,Female,Santa Tecla,Financial Analyst,$57635.05,13.6757837,-89.2894733,57635.05,57635.05,57635.05
69,70,Elva,Rabley,Female,St. Thomas,Analyst Programmer,$16987.33,42.7665598,-81.1747498,16987.33,16987.33,16987.33
70,71,Port,Earie,Male,Zheyuan,Environmental Specialist,$55844.60,30.760342699999995,120.75565729999998,55844.6,,
71,72,Marmaduke,Eykel,Male,Petrovsk,Web Designer I,$14012.83,52.287690500000004,45.3602833,14012.83,,
72,73,Joelynn,Schooley,Female,Tân Hiệp,Software Consultant,$51871.31,10.1154358,105.2834404,51871.31,51871.31,51871.31
73,74,Julietta,Andrusyak,Female,Agios Dimitrios,VP Accounting,$32930.55,37.935693900000004,23.7294558,32930.55,32930.55,32930.55
74,75,Roy,Simmonite,Male,Zhongying,Developer I,$49125.16,39.953041,116.37120700000001,49125.16,,
75,76,Jonathon,Rielly,Male,Duzhou,Automation Specialist I,$66832.92,31.298973999999998,120.58528899999999,66832.92,,
76,77,Randa,Yurivtsev,Female,Kandangan,Physical Therapy Assistant,$63633.33,-2.7217612,115.20077279999998,63633.33,63633.33,63633.33
77,78,Perri,Brett,Female,Klukeng,Software Test Engineer I,$98439.49,-8.3965,123.0856,98439.49,98439.49,98439.49
78,79,Timmi,Rapinett,Female,Ul,Operator,$75531.19,40.8157748,-8.489917,75531.19,75531.19,75531.19
79,80,Kassi,Stoakes,Female,Pingle,Web Designer II,$91516.53,24.633361999999998,110.643305,91516.53,91516.53,91516.53
80,81,Alvin,Doman,Male,Niny,Research Assistant I,$53258.86,44.4868448,43.940805700000006,53258.86,,
81,82,Maddy,Francino,Male,Phra Khanong,Administrative Assistant II,$29440.47,13.691065400000001,100.614025,29440.47,,
82,83,Hillary,Rainsden,Male,Martyush,Tax Accountant,$51071.58,56.3996976,61.8799755,51071.58,,
83,84,Dael,Bediss,Male,Chaloem Phra Kiat,Civil Engineer,$54840.20,9.9533828,98.6111657,54840.2,,
84,85,Gothart,Olivey,Male,Zhongcheng,Assistant Media Planner,$99942.92,22.356082999999998,112.56236899999999,99942.92,,
85,86,Conant,Temby,Male,Xiying,VP Product Management,$49795.04,31.340637,119.82330800000001,49795.04,,
86,87,Celisse,Trevers,Female,Nezlobnaya,Operator,$20601.37,44.1201864,43.4017398,20601.37,20601.37,20601.37
87,88,Carole,Gavan,Female,Rajapeni,Account Coordinator,$27026.70,-7.2841,108.2148,27026.7,27026.7,27026.7
88,89,Pablo,Whytock,Male,Villa Paula de Sarmiento,Mechanical Systems Engineer,$94648.51,-32.8842032,-68.7998021,94648.51,,
89,90,Cammie,Stede,Female,Sundbyberg,Senior Editor,$45239.36,59.3687545,17.977807300000002,45239.36,45239.36,45239.36
90,91,Ianthe,Szubert,Female,Trollhättan,Marketing Assistant,$26830.47,58.322001,12.3145938,26830.47,26830.47,26830.47
91,92,Lorene,Loines,Female,Michałowo,Senior Editor,$36636.17,53.032937600000004,23.6062185,36636.17,36636.17,36636.17
92,93,Rowen,Terren,Male,Inuyama,Nurse,$35134.88,36.860373200000005,137.4284822,35134.88,,
93,94,Milka,Brightie,Female,Kítsi,Occupational Therapist,$31388.07,37.8519345,23.840815799999998,31388.07,31388.07,31388.07
94,95,Nickolaus,Wollaston,Male,Qorovulbozor Shahri,Registered Nurse,$47221.40,39.50308,64.81142,47221.4,,
95,96,Colette,Corradeschi,Female,Piekoszów,Geological Engineer,$78229.00,50.881637899999994,20.465928899999998,78229.0,78229.0,78229.0
96,97,Emmalynn,Poytres,Female,Santiago dos Velhos,Human Resources Manager,$19591.11,38.9492606,-9.1068816,19591.11,19591.11,19591.11
97,98,Enrica,Vasyunkin,Female,Fonte Boa,Accounting Assistant I,$30039.87,-2.4681008999999996,-66.1415263,30039.87,30039.87,30039.87
98,99,Margarete,Andreopolos,Female,Neglasari,Quality Engineer,$23216.03,-6.147133,106.62323590000001,23216.03,23216.03,23216.03
99,100,Aime,Phlippi,Female,Leshukonskoye,Account Executive,$15428.49,64.8973466,45.7651734,15428.49,15428.49,15428.49
100,101,Alene,Odd,Female,María la Baja,Accounting Assistant II,$37379.03,9.914159699999999,-75.4111644,37379.03,37379.03,37379.03
101,102,Olivia,Tregidgo,Female,Dahua,Assistant Professor,$28120.01,23.736457,107.998149,28120.01,28120.01,28120.01
102,103,Westbrooke,Itchingham,Male,Đông Thành,Structural Analysis Engineer,$23180.71,20.263956699999998,105.9753452,23180.71,,
103,104,Chantal,Darlaston,Female,Kahama,Sales Representative,$27726.38,-3.8375559999999997,32.593828,27726.38,27726.38,27726.38
104,105,Dorisa,Screwton,Female,Kuala Terengganu,Clinical Specialist,$81003.76,5.329576,103.1369108,81003.76,81003.76,81003.76
105,106,Kory,Sayre,Male,Caen,Office Assistant I,$81237.21,49.285973,-0.4889547000000001,81237.21,,
106,107,Rhodia,Glazzard,Female,Predavac,Actuary,$42166.97,45.938081700000005,16.7806658,42166.97,42166.97,42166.97
107,108,Miriam,Jertz,Female,Hekou,Quality Engineer,$27902.32,22.529403,103.93935,27902.32,27902.32,27902.32
108,109,Thibaud,Muncer,Male,Évry,Human Resources Manager,$77843.68,48.6277459,2.4381665,77843.68,,
109,110,Annadiana,Keward,Female,Jiashi,Paralegal,$23456.67,39.488181,76.72371899999999,23456.67,23456.67,23456.67
110,111,Dennis,Sutcliff,Male,Partesh,Tax Accountant,$65911.46,42.4008473,21.433231699999997,65911.46,,
111,112,Andros,De Metz,Male,Cuogang,Director of Sales,$11832.43,50.0588756,23.9736471,11832.43,,
112,113,Tudor,Honeywood,Male,Karney Shomron,Human Resources Manager,$92758.26,32.171553,35.097462,92758.26,,
113,114,Penn,Meeland,Male,Zhuqi,Nurse,$38301.58,22.270978,113.576677,38301.58,,
114,115,Allard,Cordel,Male,Mieścisko,Compensation Analyst,$18907.81,45.8630194,5.947966,18907.81,,
115,116,Marni,Loney,Female,Tayang,Cost Accountant,$40708.57,22.324742999999998,114.21103899999999,40708.57,40708.57,40708.57
116,117,Alli,Mc Pake,Female,Gerong,Staff Scientist,$58172.73,-6.2002533,106.8221628,58172.73,58172.73,58172.73
117,118,Jana,Corinton,Female,Hongmiao,Desktop Support Technician,$40968.05,31.9339724,118.67033899999998,40968.05,40968.05,40968.05
118,119,Luigi,Meadway,Male,Majāz al Bāb,Engineer I,$67858.48,36.6484118,9.614649900000002,67858.48,,
119,120,Carol-jean,Bette,Female,Nganane,Payment Adjustment Coordinator,$41636.99,-6.4,39.55,41636.99,41636.99,41636.99
120,121,Verne,Warrior,Male,Guanjiabao,Legal Assistant,$45315.98,40.179598999999996,112.89198799999998,45315.98,,
121,122,Rem,Dumberell,Male,Katima Mulilo,Librarian,$96665.24,-17.5061578,24.2806558,96665.24,,
122,123,Katy,Jovicevic,Female,Mieścisko,Dental Hygienist,$18764.53,58.684195700000004,15.751332399999999,18764.53,18764.53,18764.53
123,124,Jackson,Meriet,Male,Cuogang,Actuary,$82505.36,29.315251,90.59979399999999,82505.36,,
124,125,Marcus,Hulls,Male,Ngã Bảy,Senior Sales Associate,$25805.88,9.8252566,105.8172881,25805.88,,
125,126,Monica,Linfoot,Female,Lázně Kynžvart,Media Manager IV,$36963.69,50.0105928,12.624753,36963.69,36963.69,36963.69
126,127,Boot,Rosling,Male,Mieścisko,VP Marketing,$26039.31,41.961921999999994,86.483486,26039.31,,
127,128,Beitris,Wolseley,Female,Tafeng,Sales Representative,$76648.16,33.200333,120.50085,76648.16,76648.16,76648.16
128,129,Franny,Austing,Male,Cuogang,Community Outreach Specialist,$78582.67,43.494573700000004,5.8978018,78582.67,,
129,130,Bee,Lacrouts,Female,Pećigrad,Assistant Professor,$19415.08,45.054534999999994,15.896661499999999,19415.08,19415.08,19415.08
130,131,Larry,Lyard,Male,Monte Leite,Pharmacist,$32623.85,38.7052727,-9.3896587,32623.85,,
131,132,Andrus,Shinn,Male,Siguiri,Senior Editor,$43934.36,11.414811300000002,-9.1788304,43934.36,,
132,133,Manya,Westall,Female,Macarse,Help Desk Operator,$68709.02,15.42495,120.77476000000001,68709.02,68709.02,68709.02
133,134,Grant,Tilbrook,Male,Cuogang,Safety Technician III,$29421.53,59.336240100000005,18.0232365,29421.53,,
134,135,Aubrie,Swyndley,Female,Jarošov nad Nežárkou,Internal Auditor,$82905.58,49.1912902,15.0524346,82905.58,82905.58,82905.58
135,136,Kellby,Hamprecht,Male,Horodyshche,Chief Design Engineer,$23203.43,49.2917766,31.4465327,23203.43,,
136,137,Killy,Salzen,Male,Asopía,Biostatistician III,$72816.54,38.29909979999999,23.499468,72816.54,,
137,138,Tadio,MacSkeagan,Male,Basseterre,Compensation Analyst,$29172.07,17.302605800000002,-62.7176924,29172.07,,
138,139,Laetitia,Gasking,Female,Cuogang,Registered Nurse,$10908.22,32.8279425,13.3818345,10908.22,10908.22,10908.22
139,140,Andie,Ernshaw,Female,Casma,Executive Secretary,$58377.47,-9.471830800000001,-78.3006626,58377.47,58377.47,58377.47
140,141,Klement,Meadowcroft,Male,Fāraskūr,Structural Analysis Engineer,$16800.32,31.3291027,31.713298100000003,16800.32,,
141,142,Leland,Stratton,Male,Porsgrunn,Help Desk Technician,$63518.65,59.1102039,9.6759643,63518.65,,
142,143,Dew,Browncey,Male,Roanne,Sales Representative,$93339.99,45.161017,1.663862,93339.99,,
143,144,Rocky,Hatherleigh,Male,Munkfors,Administrative Assistant III,$85289.16,59.855781799999995,13.548523699999999,85289.16,,
144,145,Tam,Elgey,Male,Margahayukencana,Dental Hygienist,$74381.32,-6.971499099999999,107.569381,74381.32,,
145,146,Waldemar,Knill,Male,Xiaoshi,Financial Analyst,$93817.51,41.305838,124.12028600000001,93817.51,,
146,147,Sheryl,Werlock,Female,Hollola,Payment Adjustment Coordinator,$93969.04,61.0031692,25.3947277,93969.04,93969.04,93969.04
147,148,Lizzie,Cridlin,Female,Kenamoen,Electrical Engineer,$69631.29,-10.5411,123.2875,69631.29,69631.29,69631.29
148,149,Helaine,Boatwright,Female,Varadero,GIS Technical Architect,$66530.40,23.179858,-81.1885293,66530.4,66530.4,66530.4
149,150,Erhard,Clewer,Male,Kupu,Occupational Therapist,$49458.47,-8.47822,115.245682,49458.47,,
150,151,Vernice,Earle,Female,Kozloduy,Account Representative I,$14866.42,43.7755615,23.724615399999998,14866.42,14866.42,14866.42
151,152,Barnabe,Milius,Male,Guohua,Assistant Professor,$48229.48,22.775792000000003,108.317902,48229.48,,
152,153,Rhona,Ohrt,Female,Monte Branco,Pharmacist,$50052.89,37.197624,-8.440508099999999,50052.89,50052.89,50052.89
153,154,Winnie,Cumbridge,Male,Grytviken,Professor,$66235.17,-54.281149,-36.5087385,66235.17,,
154,155,Burch,Dewer,Male,Kouvola,Assistant Media Planner,$68685.75,60.765122700000006,26.786919300000005,68685.75,,
155,156,Doe,Fintoph,Female,Cassanayan,Graphic Designer,$16314.79,11.5000501,123.05037620000002,16314.79,16314.79,16314.79
156,157,Mikkel,Hewins,Male,Wenshao,Programmer Analyst III,$18941.51,27.993828000000004,120.69936100000001,18941.51,,
157,158,Cynthie,Finlow,Female,Nouaseur,Assistant Manager,$36268.65,33.3527276,-7.578897500000001,36268.65,36268.65,36268.65
158,159,Georgianne,Henriques,Female,Jinsha,Environmental Specialist,$63954.52,30.679359,104.011664,63954.52,63954.52,63954.52
159,160,Alane,Southworth,Female,Eindhoven,Programmer Analyst I,$24042.10,51.4131558,5.4852794000000005,24042.1,24042.1,24042.1
160,161,Carlynn,Freiburger,Female,Kavýli,Programmer Analyst III,$63792.21,41.5622714,26.5126402,63792.21,63792.21,63792.21
161,162,Angel,Stripp,Male,Otradnaya,Analog Circuit Design manager,$38294.01,44.3559175,41.5113076,38294.01,,
162,163,Valentino,Loxley,Male,Taifu,Software Consultant,$87708.40,41.4642919,-74.3623566,87708.4,,
163,164,Zolly,Bonner,Male,Sa’erhusong,Tax Accountant,$89869.39,47.49371,87.54160999999999,89869.39,,
164,165,Christoforo,Whitington,Male,Makurazaki,Analog Circuit Design manager,$37676.99,31.2840967,130.3267278,37676.99,,
165,166,Buddie,Marley,Male,Rama,Legal Assistant,$34944.80,12.163033300000002,-84.2199753,34944.8,,
166,167,Buiron,Franzotto,Male,Prusice,Health Coach III,$55731.78,51.3704296,16.9606267,55731.78,,
167,168,Junette,Britzius,Female,Ruokolahti,Automation Specialist IV,$68351.21,61.8628073,29.277567600000005,68351.21,68351.21,68351.21
168,169,Trefor,Panas,Male,Kizlyar,VP Marketing,$69030.34,59.902198,30.337847999999997,69030.34,,
169,170,Randi,Othick,Male,Kertamukti,Operator,$75388.39,-6.8031681,107.30506270000001,75388.39,,
170,171,Howey,Moyes,Male,Villa Bustos,Analog Circuit Design manager,$26791.07,-31.2657738,-64.460387,26791.07,,
171,172,Marita,Whyborn,Female,Sofo-Birnin-Gwari,Biostatistician II,$45680.97,11.01088,6.798413,45680.97,45680.97,45680.97
172,173,Guglielma,Camden,Female,Lleida,Registered Nurse,$18892.46,41.6543565,0.6251541,18892.46,18892.46,18892.46
173,174,Roman,Keates,Male,La Soledad,Analyst Programmer,$25810.06,24.762172,-104.927894,25810.06,,
174,175,Etan,Cowey,Male,Mawu,Staff Scientist,$48994.63,23.642114000000003,104.888718,48994.63,,
175,176,Gustaf,Warrington,Male,Imbang,Product Engineer,$46385.22,11.099041900000001,122.65339180000001,46385.22,,
176,177,Gerardo,Pentercost,Male,Samal,Technical Writer,$22930.28,14.687444400000002,120.9638841,22930.28,,
177,178,Rodie,Sagar,Female,Montréal,Staff Accountant IV,$38003.97,45.508039700000005,-73.564543,38003.97,38003.97,38003.97
178,179,Laverna,Yuryichev,Female,Lyaskovets,Marketing Assistant,$95106.34,43.0683838,25.7428451,95106.34,95106.34,95106.34
179,180,Nannie,Matschuk,Female,Manhete,Human Resources Assistant I,$24265.76,41.54855870000001,-8.5825398,24265.76,24265.76,24265.76
180,181,Amitie,Stibbs,Female,Dingle,Teacher,$47861.51,10.9991938,122.6717828,47861.51,47861.51,47861.51
181,182,Rochella,MacAllister,Female,Sacanta,VP Quality Control,$78262.15,-31.4325479,-64.1305924,78262.15,78262.15,78262.15
182,183,Levi,Govier,Male,Yanglin,Structural Engineer,$13149.16,27.955261,112.497228,13149.16,,
183,184,Lief,Ord,Male,San Quintin,Human Resources Manager,$31630.22,16.004175,120.7806412,31630.22,,
184,185,Lezlie,Tregea,Female,El Salitre,Systems Administrator II,$94859.08,20.0980577,-101.5027855,94859.08,94859.08,94859.08
185,186,Bob,Doblin,Male,Oleiros,Recruiting Manager,$89036.11,39.915394299999996,-7.916500599999999,89036.11,,
186,187,Mab,Faughny,Female,Obiliq,Research Assistant IV,$21039.36,42.686916700000005,21.067038699999998,21039.36,21039.36,21039.36
187,188,Cleo,Seden,Female,Adigeni,Design Engineer,$58517.11,41.6764745,42.70859960000001,58517.11,58517.11,58517.11
188,189,Fabien,Burker,Male,Cipeundeuy,Senior Editor,$90248.34,-6.7299868,107.359399,90248.34,,
189,190,Karyn,Lyokhin,Female,Oygon,Software Consultant,$64614.47,28.688267699999997,77.1349293,64614.47,64614.47,64614.47
190,191,Kanya,Foucar,Female,Limenária,Office Assistant I,$66705.73,40.6282676,24.576209600000002,66705.73,66705.73,66705.73
191,192,Will,Filyushkin,Male,Milići,Senior Quality Engineer,$45605.16,44.1660267,19.077533199999998,45605.16,,
192,193,Alfons,Dumbleton,Male,Shūsh,Research Assistant III,$88389.56,32.1957948,48.254283,88389.56,,
193,194,Cati,Dallmann,Female,Lanas,Human Resources Manager,$13765.90,18.1686828,120.70500320000001,13765.9,13765.9,13765.9
194,195,Giulia,Perton,Female,Yacuiba,Product Engineer,$92180.93,-22.0227557,-63.67752339999999,92180.93,92180.93,92180.93
195,196,Farica,Burnhard,Female,Chayek,Systems Administrator III,$60216.07,41.9339521,74.5404694,60216.07,60216.07,60216.07
196,197,Thibaut,Greenhough,Male,Az Zuwaytīnah,Budget/Accounting Analyst II,$29417.71,30.954129499999997,20.1194129,29417.71,,
197,198,Willey,Ekell,Male,Uva,Nuclear Power Engineer,$87006.61,56.8802017,52.2966875,87006.61,,
198,199,Raoul,Busst,Male,Umeå,Programmer II,$65110.06,63.827461,20.2599325,65110.06,,
199,200,Sianna,Malshinger,Female,Skuodas,Media Manager III,$70306.29,55.8951461,21.2626042,70306.29,70306.29,70306.29
200,201,Dallas,Sheals,Male,Santo Antônio do Monte,Food Chemist,$17283.25,-20.0859007,-45.295710299999996,17283.25,,
201,202,Cathleen,Moens,Female,Manolás,Payment Adjustment Coordinator,$97232.78,36.434370799999996,25.344727399999996,97232.78,97232.78,97232.78
202,203,Arley,Ullock,Male,Burgau,Food Chemist,$42895.45,37.0734616,-8.775198300000001,42895.45,,
203,204,Merle,Ren,Female,Nusajaya,Account Coordinator,$71637.92,1.424768,103.6487041,71637.92,71637.92,71637.92
204,205,Mischa,Komorowski,Male,Lunec,Research Assistant II,$82423.71,15.9385737,120.49369320000001,82423.71,,
205,206,Penrod,Aukland,Male,Maru,Junior Executive,$88916.91,11.366184599999999,6.3226072,88916.91,,
206,207,Linet,Gossan,Female,Mrganush,Librarian,$35035.14,40.025532,44.5593439,35035.14,35035.14,35035.14
207,208,Maurizio,Raddenbury,Male,Jiyang,Assistant Manager,$41273.88,36.978537,117.173524,41273.88,,
208,209,Johan,Alishoner,Male,Banxi,VP Sales,$95523.91,41.486981,123.685142,95523.91,,
209,210,Pauline,Koba,Female,Sheshan,Sales Representative,$77840.79,31.091814000000003,121.19745800000001,77840.79,77840.79,77840.79
210,211,Federica,Baxstare,Female,Nangewer,VP Product Management,$70062.73,-6.7146375,107.4765594,70062.73,70062.73,70062.73
211,212,Sargent,Shimuk,Male,Mexico,Quality Engineer,$57861.79,14.478311900000001,121.0331004,57861.79,,
212,213,Jemima,Echlin,Female,Iwŏn-ŭp,Administrative Assistant IV,$37169.96,40.32306,128.65528,37169.96,37169.96,37169.96
213,214,Edan,Dealy,Male,Jandir,Safety Technician I,$90918.62,-6.956184599999999,113.9883465,90918.62,,
214,215,Angel,Robjant,Male,Bambous Virieux,Occupational Therapist,$96856.73,-20.343861899999997,57.7636821,96856.73,,
215,216,Homerus,Grima,Male,Kiupo,Dental Hygienist,$87249.28,7.2149367,124.2404727,87249.28,,
216,217,Eileen,Janca,Female,Al Bīrah,General Manager,$87905.43,31.910009999999996,35.21645,87905.43,87905.43,87905.43
217,218,Adolpho,Bauman,Male,Gjoa Haven,Pharmacist,$68943.44,68.62602,-95.87836,68943.44,,
218,219,Cristine,Tessier,Female,Heqing,Programmer III,$63273.18,26.560230999999998,100.176498,63273.18,63273.18,63273.18
219,220,Clayborne,Kirton,Male,Wugong,Programmer III,$62823.11,34.326903,108.117456,62823.11,,
220,221,Adara,Tinghill,Female,Shinaihai,Occupational Therapist,$39544.64,36.994225,99.598035,39544.64,39544.64,39544.64
221,222,Ruddy,Collop,Male,Tabaquite,Cost Accountant,$45929.46,10.3826543,-61.2984221,45929.46,,
